Tempo  |   x001(t)   |   x002(t)   |   x003(t)   |   x004(t)   |   x005(t) 
8.325  |  -0.194712  |   1.846496  |   0.766437  |   1.516877  |  -0.855902
8.350  |  -0.057973  |   1.995595  |   0.832161  |   1.663502  |  -0.771275
8.375  |   0.107646  |   2.099907  |   0.926891  |   1.759845  |  -0.636271
8.400  |   0.299138  |   2.160131  |   1.050791  |   1.806480  |  -0.453681
8.425  |   0.512196  |   2.178975  |   1.201798  |   1.806672  |  -0.228576
8.450  |   0.741371  |   2.160986  |   1.375774  |   1.766170  |   0.031896
8.475  |   0.980279  |   2.112294  |   1.566773  |   1.692854  |   0.318834
8.500  |   1.221852  |   2.040264  |   1.767424  |   1.596271  |   0.621987
8.525  |   1.458636  |   1.953091  |   1.969393  |   1.487072  |   0.930226
8.550  |   1.683093  |   1.859345  |   2.163901  |   1.376393  |   1.232064
8.575  |   1.887930  |   1.767508  |   2.342273  |   1.275204  |   1.516197
8.600  |   2.066402  |   1.685506  |   2.496471  |   1.193669  |   1.772026
8.625  |   2.212607  |   1.620285  |   2.619603  |   1.140552  |   1.990161
8.650  |   2.321736  |   1.577435  |   2.706344  |   1.122701  |   2.162847
8.675  |   2.390280  |   1.560891  |   2.753281  |   1.144638  |   2.284323
8.700  |   2.416175  |   1.572727  |   2.759136  |   1.208283  |   2.351072
8.725  |   2.398890  |   1.613050  |   2.724857  |   1.312818  |   2.361961
8.750  |   2.339440  |   1.680005  |   2.653585  |   1.454714  |   2.318271
8.775  |   2.240333  |   1.769885  |   2.550479  |   1.627899  |   2.223591
8.800  |   2.105453  |   1.877342  |   2.422425  |   1.824082  |   2.083621
8.825  |   1.939884  |   1.995690  |   2.277631  |   2.033191  |   1.905855
8.850  |   1.749680  |   2.117278  |   2.125142  |   2.243926  |   1.699187
8.875  |   1.541600  |   2.233919  |   1.974299  |   2.444371  |   1.473456
8.900  |   1.322816  |   2.337339  |   1.834169  |   2.622653  |   1.238947
8.925  |   1.100602  |   2.419645  |   1.712986  |   2.767599  |   1.005877
8.950  |   0.882039  |   2.473758  |   1.617629  |   2.869355  |   0.783903
8.975  |   0.673724  |   2.493806  |   1.553174  |   2.919946  |   0.581657
9.000  |   0.481512  |   2.475457  |   1.522541  |   2.913723  |   0.406348
9.025  |   0.310302  |   2.416153  |   1.526266  |   2.847692  |   0.263450
9.050  |   0.163872  |   2.315268  |   1.562400  |   2.721703  |   0.156475
9.075  |   0.044765  |   2.174138  |   1.626557  |   2.538472  |   0.086865
9.100  |  -0.045758  |   1.996003  |   1.712102  |   2.303464  |   0.053984
9.125  |  -0.107706  |   1.785836  |   1.810473  |   2.024610  |   0.055226
9.150  |  -0.142295  |   1.550082  |   1.911623  |   1.711901  |   0.086219
9.175  |  -0.151824  |   1.296317  |   2.004550  |   1.376865  |   0.141120
9.200  |  -0.139508  |   1.032844  |   2.077905  |   1.031959  |   0.212977
9.225  |  -0.109282  |   0.768261  |   2.120625  |   0.689911  |   0.294150
9.250  |  -0.065578  |   0.511001  |   2.122572  |   0.363052  |   0.376742
9.275  |  -0.013087  |   0.268895  |   2.075133  |   0.062663  |   0.453050
9.300  |   0.043469  |   0.048762  |   1.971750  |  -0.201620  |   0.515978
9.325  |   0.099559  |  -0.143938  |   1.808360  |  -0.422302  |   0.559419
9.350  |   0.151042  |  -0.305378  |   1.583693  |  -0.594418  |   0.578557
9.375  |   0.194322  |  -0.433546  |   1.299450  |  -0.715775  |   0.570107
9.400  |   0.226483  |  -0.528326  |   0.960304  |  -0.787047  |   0.532443
9.425  |   0.245358  |  -0.591475  |   0.573761  |  -0.811708  |   0.465648
9.450  |   0.249572  |  -0.626495  |   0.149863  |  -0.795815  |   0.371454
9.475  |   0.238525  |  -0.638412  |  -0.299251  |  -0.747643  |   0.253092
9.500  |   0.212343  |  -0.633465  |  -0.759890  |  -0.677207  |   0.115062
9.525  |   0.171788  |  -0.618742  |  -1.217453  |  -0.595675  |  -0.037165
9.550  |   0.118140  |  -0.601755  |  -1.657124  |  -0.514729  |  -0.197494
9.575  |   0.053062  |  -0.590002  |  -2.064590  |  -0.445893  |  -0.359581
9.600  |  -0.021547  |  -0.590532  |  -2.426732  |  -0.399869  |  -0.517216
9.625  |  -0.103701  |  -0.609531  |  -2.732277  |  -0.385914  |  -0.664681
9.650  |  -0.191463  |  -0.651962  |  -2.972350  |  -0.411308  |  -0.797081
9.675  |  -0.283067  |  -0.721272  |  -3.140915  |  -0.480918  |  -0.910609
9.700  |  -0.377008  |  -0.819185  |  -3.235073  |  -0.596902  |  -1.002743
9.725  |  -0.472112  |  -0.945592  |  -3.255203  |  -0.758561  |  -1.072361
9.750  |  -0.567559  |  -1.098543  |  -3.204941  |  -0.962347  |  -1.119764
9.775  |  -0.662884  |  -1.274342  |  -3.090988  |  -1.202034  |  -1.146613
9.800  |  -0.757937  |  -1.467740  |  -2.922776  |  -1.469028  |  -1.155778
9.825  |  -0.852816  |  -1.672218  |  -2.711980  |  -1.752819  |  -1.151116
9.850  |  -0.947772  |  -1.880332  |  -2.471932  |  -2.041534  |  -1.137180
9.875  |  -1.043105  |  -2.084120  |  -2.216946  |  -2.322571  |  -1.118897
9.900  |  -1.139046  |  -2.275533  |  -1.961596  |  -2.583267  |  -1.101212
9.925  |  -1.235640  |  -2.446871  |  -1.719985  |  -2.811589  |  -1.088732
9.950  |  -1.332637  |  -2.591201  |  -1.505045  |  -2.996772  |  -1.085400
9.975  |  -1.429413  |  -2.702735  |  -1.327897  |  -3.129911  |  -1.094195
10.000  |  -1.524895  |  -2.777139  |  -1.197310  |  -3.204438  |  -1.116903
