Tempo  |   x001(t)   |   x002(t)   |   x003(t)   |   x004(t)   |   x005(t) 
8.375  |  -0.184645  |   0.381417  |  -0.543847  |   0.573632  |  -0.382983
8.400  |  -0.169809  |   0.350770  |  -0.500149  |   0.527541  |  -0.352210
8.425  |  -0.145629  |   0.300823  |  -0.428931  |   0.452422  |  -0.302058
8.450  |  -0.113436  |   0.234323  |  -0.334112  |   0.352410  |  -0.235285
8.475  |  -0.075002  |   0.154930  |  -0.220908  |   0.233006  |  -0.155566
8.500  |  -0.032440  |   0.067012  |  -0.095549  |   0.100782  |  -0.067287
8.525  |   0.011906  |  -0.024594  |   0.035067  |  -0.036988  |   0.024695
8.550  |   0.055597  |  -0.114846  |   0.163754  |  -0.172722  |   0.115317
8.575  |   0.096229  |  -0.198779  |   0.283431  |  -0.298953  |   0.199595
8.600  |   0.131566  |  -0.271774  |   0.387512  |  -0.408734  |   0.272890
8.625  |   0.159664  |  -0.329815  |   0.470270  |  -0.496025  |   0.331169
8.650  |   0.178977  |  -0.369709  |   0.527153  |  -0.556023  |   0.371226
8.675  |   0.188441  |  -0.389259  |   0.555029  |  -0.585426  |   0.390857
8.700  |   0.187537  |  -0.387391  |   0.552366  |  -0.582617  |   0.388981
8.725  |   0.176313  |  -0.364208  |   0.519309  |  -0.547749  |   0.365703
8.750  |   0.155389  |  -0.320984  |   0.457678  |  -0.482743  |   0.322301
8.775  |   0.125914  |  -0.260098  |   0.370863  |  -0.391174  |   0.261166
8.800  |   0.089511  |  -0.184901  |   0.263642  |  -0.278081  |   0.185659
8.825  |   0.048182  |  -0.099529  |   0.141915  |  -0.149687  |   0.099938
8.850  |   0.004203  |  -0.008681  |   0.012379  |  -0.013056  |   0.008717
8.875  |  -0.040008  |   0.082644  |  -0.117839  |   0.124292  |  -0.082983
8.900  |  -0.082018  |   0.169422  |  -0.241572  |   0.254802  |  -0.170118
8.925  |  -0.119514  |   0.246878  |  -0.352013  |   0.371292  |  -0.247891
8.950  |  -0.150434  |   0.310750  |  -0.443085  |   0.467351  |  -0.312025
8.975  |  -0.173077  |   0.357522  |  -0.509777  |   0.537695  |  -0.358990
9.000  |  -0.186197  |   0.384623  |  -0.548419  |   0.578453  |  -0.386202
9.025  |  -0.189071  |   0.390560  |  -0.556884  |   0.587382  |  -0.392163
9.050  |  -0.181542  |   0.375007  |  -0.534708  |   0.563991  |  -0.376547
9.075  |  -0.164023  |   0.338820  |  -0.483109  |   0.509567  |  -0.340211
9.100  |  -0.137480  |   0.283989  |  -0.404929  |   0.427105  |  -0.285155
9.125  |  -0.103371  |   0.213532  |  -0.304467  |   0.321142  |  -0.214409
9.150  |  -0.063575  |   0.131326  |  -0.187253  |   0.197508  |  -0.131865
9.175  |  -0.020281  |   0.041894  |  -0.059735  |   0.063006  |  -0.042066
9.200  |   0.024129  |  -0.049844  |   0.071070  |  -0.074962  |   0.050048
9.225  |   0.067212  |  -0.138838  |   0.197964  |  -0.208806  |   0.139408
9.250  |   0.106596  |  -0.220194  |   0.313966  |  -0.331160  |   0.221098
9.275  |   0.140115  |  -0.289433  |   0.412691  |  -0.435293  |   0.290621
9.300  |   0.165924  |  -0.342747  |   0.488709  |  -0.515474  |   0.344154
9.325  |   0.182604  |  -0.377202  |   0.537836  |  -0.567292  |   0.378750
9.350  |   0.189236  |  -0.390901  |   0.557370  |  -0.587895  |   0.392505
9.375  |   0.185455  |  -0.383091  |   0.546234  |  -0.576149  |   0.384664
9.400  |   0.171470  |  -0.354202  |   0.505043  |  -0.532702  |   0.355656
9.425  |   0.148050  |  -0.305824  |   0.436062  |  -0.459943  |   0.307079
9.450  |   0.116484  |  -0.240618  |   0.343087  |  -0.361877  |   0.241606
9.475  |   0.078508  |  -0.162172  |   0.231235  |  -0.243898  |   0.162838
9.500  |   0.036212  |  -0.074803  |   0.106658  |  -0.112500  |   0.075110
9.525  |  -0.008076  |   0.016682  |  -0.023787  |   0.025089  |  -0.016751
9.550  |  -0.051920  |   0.107249  |  -0.152923  |   0.161298  |  -0.107690
9.575  |  -0.092907  |   0.191915  |  -0.273644  |   0.288631  |  -0.192703
9.600  |  -0.128781  |   0.266021  |  -0.379309  |   0.400082  |  -0.267113
9.625  |  -0.157570  |   0.325490  |  -0.464103  |   0.489520  |  -0.326826
9.650  |  -0.177689  |   0.367048  |  -0.523360  |   0.552022  |  -0.368555
9.675  |  -0.188030  |   0.388411  |  -0.553819  |   0.584150  |  -0.390005
9.700  |  -0.188026  |   0.388401  |  -0.553805  |   0.584135  |  -0.389995
9.725  |  -0.177675  |   0.367020  |  -0.523319  |   0.551979  |  -0.368527
9.750  |  -0.157548  |   0.325444  |  -0.464038  |   0.489451  |  -0.326780
9.775  |  -0.128752  |   0.265961  |  -0.379223  |   0.399992  |  -0.267053
9.800  |  -0.092872  |   0.191844  |  -0.273542  |   0.288523  |  -0.192631
9.825  |  -0.051881  |   0.107170  |  -0.152810  |   0.161179  |  -0.107610
9.850  |  -0.008036  |   0.016600  |  -0.023669  |   0.024965  |  -0.016668
9.875  |   0.036251  |  -0.074884  |   0.106774  |  -0.112621  |   0.075191
9.900  |   0.078544  |  -0.162247  |   0.231341  |  -0.244011  |   0.162913
9.925  |   0.116515  |  -0.240683  |   0.343180  |  -0.361975  |   0.241671
9.950  |   0.148075  |  -0.305875  |   0.436135  |  -0.460021  |   0.307131
9.975  |   0.171487  |  -0.354237  |   0.505093  |  -0.532755  |   0.355691
10.000  |   0.185463  |  -0.383108  |   0.546258  |  -0.576174  |   0.384680
